-0.810,-5.509,-2.886,8.300,-6.543,-5.250
-4.444,8.309,5.411,9.864,-4.420,-7.155
0.647,-1.685,6.037,8.633,-7.524,-2.760
0.186,-10.782,0.325,0.090,-4.247,2.256
3.319,-2.600,-8.128,-3.506,4.811,-1.102
-3.847,8.164,-2.646,-5.324,-2.187,6.333
2.140,-5.149,-3.614,7.895,-6.601,-5.321
-5.753,-0.588,-5.180,-4.505,-9.729,3.242
4.180,-0.899,-10.333,-7.624,0.170,-8.974
6.530,5.970,-0.675,6.977,-4.690,-7.055
0.526,-8.784,-6.923,-9.241,-4.226,8.030
8.050,-6.735,-8.109,-0.384,-7.088,-3.067
-3.909,9.125,-3.421,-4.094,-1.738,7.747
5.870,-2.220,-7.351,-4.813,5.856,-2.016
0.223,-4.407,-4.066,9.948,-5.993,-4.969
4.261,-0.546,-7.558,-3.890,4.231,-2.604
-3.103,8.428,4.171,10.544,-4.753,-7.959
7.808,-8.251,-7.352,-0.011,-7.643,-1.219
-8.832,1.381,-4.977,-5.371,-10.614,0.315
-2.385,5.575,5.915,4.088,-0.556,-1.940
0.575,-4.804,-3.407,9.360,-6.383,-4.166
-4.852,8.896,-4.232,-4.376,-2.406,4.917
-6.541,8.397,5.085,10.711,-5.012,-7.846
0.792,-1.653,8.190,6.753,-8.732,-2.774
1.101,-11.709,-0.147,-0.713,-2.755,1.348
4.750,4.509,0.037,7.275,-4.078,-8.294
-0.607,-4.200,-2.891,8.344,-4.595,-4.237
-0.062,-4.052,-2.947,8.828,-4.849,-5.148
6.481,5.179,-0.660,7.514,-4.566,-9.565
7.613,4.982,-0.381,6.715,-2.992,-8.420
-1.773,6.711,7.085,4.909,-2.769,-0.414
5.115,4.659,-0.091,4.986,-2.978,-8.979
-11.174,7.426,-6.952,-2.077,7.489,-3.851
4.815,-1.828,-0.033,4.426,-10.668,-4.286
5.179,-2.834,-9.800,-6.311,5.878,-1.115
1.570,-7.274,-8.644,-8.703,-4.270,8.177
8.009,-8.675,-7.656,1.042,-7.918,-1.809
6.964,5.666,-2.282,6.299,-4.691,-10.790
-4.767,8.512,4.710,11.201,-4.922,-7.802
8.937,-8.586,-7.847,1.284,-8.671,-3.983
1.543,0.092,7.435,7.187,-8.049,-3.275
-10.917,6.769,-7.328,-2.624,7.111,-1.234
-4.059,8.051,5.389,9.470,-6.531,-7.600
0.665,0.611,7.429,6.408,-8.228,-3.932
-5.608,0.726,-4.399,-3.907,-10.170,1.539
0.271,-0.922,6.030,7.837,-7.955,-1.139
-3.740,4.178,3.514,1.098,-2.677,-9.339
1.612,-1.911,-9.514,-7.000,-1.196,-5.506
1.638,-9.497,-3.694,0.232,-3.422,3.390
-8.428,5.596,-5.850,-1.696,7.101,-2.408
-0.899,4.718,3.325,-1.650,-2.730,-10.221
-2.856,4.939,6.578,5.557,-1.457,-2.060
-4.130,10.395,4.569,8.609,-4.788,-7.336
-4.284,4.783,7.826,6.550,-1.635,-0.678
0.679,-10.764,-1.179,-1.699,-2.930,0.787
0.768,-1.937,5.628,6.447,-10.187,-2.158
5.360,-1.644,-1.129,4.510,-10.748,-5.019
-2.574,7.894,5.799,9.291,-5.208,-7.860
-0.530,3.513,2.824,-0.571,-3.889,-8.500
1.307,-1.401,6.911,6.937,-8.947,-3.698
3.331,-1.295,-7.133,-6.130,4.269,-2.939
0.138,-0.274,6.800,5.538,-8.501,-4.871
5.698,-5.257,-0.525,1.883,-8.809,-4.723
-1.829,3.650,4.029,1.307,-2.883,-8.738
0.439,-9.325,-9.688,-7.703,-3.177,8.894
3.209,-9.460,-2.251,-0.638,-4.670,1.072
0.269,-10.661,-1.763,-0.959,-4.866,3.134
3.322,-2.346,-0.624,3.423,-9.426,-5.672
0.841,-9.984,-8.787,-9.597,-4.148,9.340
-4.109,8.364,4.299,9.803,-2.792,-5.973
5.497,-1.858,-0.227,3.106,-9.361,-5.141
-8.297,5.653,-4.499,1.151,7.410,-0.317
0.829,-4.677,-2.938,9.909,-6.322,-2.697
-7.569,4.639,-8.245,-1.439,6.456,-0.504
-8.774,6.148,-9.190,-0.546,7.015,0.057
-4.009,8.428,-4.928,-5.183,-1.153,7.252
6.557,4.251,0.037,6.952,-4.800,-8.863
-0.639,-8.686,-1.176,0.496,-3.633,3.803
-4.063,8.662,-3.289,-3.239,-2.991,6.403
-6.820,0.660,-5.017,-4.107,-9.220,1.544
-1.904,-3.272,-2.956,10.350,-5.737,-4.309
7.603,-9.063,-10.454,0.585,-9.502,-2.979
-8.698,5.712,-5.780,-3.260,5.445,-1.461
6.616,5.313,-1.917,8.351,-4.290,-8.697
3.059,-1.803,-5.893,-7.037,7.186,-1.821
4.522,-1.339,0.289,5.033,-9.473,-6.750
-3.624,4.056,7.101,5.208,-1.021,-1.605
1.200,-6.347,-1.093,8.492,-5.909,-5.408
0.181,-10.380,-1.449,-0.358,-4.105,2.713
7.176,3.541,-1.956,7.527,-3.921,-6.358
4.212,-3.417,0.057,2.108,-8.059,-4.364
-7.235,-1.078,-3.306,-3.812,-10.187,1.479
-0.273,-0.690,7.191,8.534,-9.268,-2.821
6.561,3.232,0.273,7.874,-4.538,-9.363
-9.007,-0.139,-4.708,-3.036,-11.852,2.338
5.655,6.031,-1.587,6.006,-3.099,-8.966
-1.700,2.722,2.058,1.306,-2.476,-9.393
7.443,6.441,-0.544,7.561,-3.686,-9.649
6.833,-9.240,-9.293,1.072,-8.773,-1.518
0.943,-1.167,7.576,8.533,-8.059,-3.654
-4.009,3.177,2.810,0.878,-1.356,-7.962
3.891,-0.975,-7.221,-5.153,5.096,-3.223
-3.992,9.424,5.725,10.056,-6.528,-6.264
-0.336,2.491,2.036,1.429,-1.718,-8.994
1.577,-8.807,-8.216,-7.982,-3.288,8.887
1.495,-9.281,-0.769,-1.337,-3.700,1.511
-6.114,-0.708,-2.439,-3.292,-10.332,1.778
-8.709,-0.531,-3.817,-4.548,-9.808,0.379
-0.896,-8.135,-8.196,-7.422,-2.242,9.124
-3.015,9.536,6.432,8.845,-5.198,-7.253
-4.965,8.572,4.876,9.730,-7.835,-7.046
-3.526,10.075,6.529,11.048,-3.559,-7.071
-6.616,0.512,-3.909,-3.349,-10.098,3.494
3.413,-3.229,-0.304,5.027,-8.120,-7.329
-0.716,3.755,1.604,-0.723,-2.824,-8.772
-6.503,-0.043,-4.655,-5.117,-8.499,1.581
8.992,-8.777,-8.924,1.444,-10.042,-2.060
-1.009,-0.115,6.397,5.527,-8.307,-2.156
1.096,-10.725,-9.963,-7.772,-3.795,8.262
3.023,-0.016,-9.791,-6.811,-1.319,-9.569
4.456,-1.852,-8.674,-5.340,-0.137,-10.025
7.595,-8.822,-9.680,2.314,-6.444,-1.840
0.012,-4.242,-4.001,8.097,-7.071,-3.320
8.725,-8.812,-10.427,1.426,-8.970,-2.862
1.130,-6.653,-2.085,11.381,-6.697,-5.057
-2.058,6.905,-3.523,-5.329,-1.569,5.945
-5.796,-0.329,-4.511,-3.875,-9.305,0.851
-0.070,-0.477,7.684,5.475,-9.487,-3.616
-8.907,5.425,-5.568,-0.482,7.508,0.512
-9.009,6.210,-6.608,-1.093,5.583,-3.103
1.097,-1.916,-9.543,-6.455,-2.397,-10.434
-8.525,5.328,-7.412,-1.647,5.239,-1.261
0.227,-11.171,-2.746,0.206,-5.275,2.654
-4.659,8.148,-4.432,-4.970,-2.489,6.253
-2.239,3.372,7.289,4.752,-2.223,-1.262
-4.214,8.544,4.217,9.062,-5.618,-8.829
-3.075,1.382,2.725,-0.307,-3.982,-9.433
3.585,-1.188,-7.257,-7.723,5.622,-3.043
7.910,-7.266,-10.691,-0.091,-7.312,-3.391
0.046,-10.145,-1.364,-1.151,-3.751,0.696
-6.895,-0.406,-5.915,-2.446,-10.290,2.299
-0.331,-5.966,-2.960,10.631,-8.173,-6.350
-0.858,-5.462,-2.976,9.507,-4.529,-6.510
1.779,-1.419,7.413,7.259,-9.386,-2.706
1.109,-0.309,6.979,6.162,-9.065,-6.821
-0.471,-10.352,-1.803,-1.304,-2.846,1.661
8.748,-8.300,-7.977,1.076,-7.447,-1.593
4.589,-0.644,-9.618,-6.827,-0.032,-9.289
5.127,-2.080,-7.664,-8.188,3.695,-5.265
7.315,4.701,-1.703,6.662,-5.190,-10.495
-2.089,7.185,6.494,4.846,-2.472,-1.765
-4.743,9.406,5.315,10.726,-6.124,-6.982
-2.583,4.005,7.290,4.750,-1.353,-2.399
6.929,6.028,-0.770,7.563,-3.916,-8.264
-0.720,2.987,2.261,-0.059,-3.686,-9.865
-4.508,10.403,3.522,8.019,-2.758,-6.469
5.030,-1.114,-7.105,-6.674,5.155,-2.968
-5.162,8.655,3.431,7.398,-7.442,-7.198
-2.668,5.831,9.324,6.259,-1.333,-1.413
-3.966,9.079,3.890,10.941,-7.815,-7.535
0.773,-3.068,6.986,6.397,-7.396,-2.616
-0.568,-3.842,-2.741,9.585,-5.566,-5.042
0.204,-5.287,-3.991,11.344,-3.430,-6.602
3.026,-2.655,-7.204,-5.533,4.988,-2.652
8.909,-8.535,-9.538,0.363,-9.513,-1.525
-3.516,9.007,3.823,10.414,-5.824,-7.338
0.774,-7.765,-7.899,-8.797,-3.807,8.241
-3.100,2.299,3.483,0.026,-2.998,-8.284
-0.388,-5.027,-2.837,8.949,-7.094,-3.904
8.838,-8.694,-6.808,0.537,-7.341,-1.401
0.593,-7.003,-8.249,-7.601,-4.297,9.295
-4.725,4.301,6.222,4.024,-3.879,-3.359
-7.848,4.958,-5.035,-1.635,7.019,-1.302
3.402,-1.630,-2.049,5.137,-8.780,-4.093
7.292,-8.897,-9.816,2.787,-8.604,-1.290
-6.382,0.177,-5.069,-2.684,-8.952,1.541
1.777,-8.870,-1.178,-0.668,-2.665,1.905
0.069,-4.183,-1.594,10.669,-4.817,-5.898
8.130,6.435,1.353,6.466,-5.017,-8.585
0.160,-4.225,-2.237,8.795,-4.644,-4.459
-7.075,-1.042,-4.164,-3.168,-8.819,2.308
5.363,-2.062,0.283,3.565,-9.434,-4.606
5.494,-1.209,-6.122,-5.387,4.190,-2.478
-0.011,3.256,2.147,0.687,-3.432,-8.686
-0.799,-5.230,-4.415,10.337,-7.560,-4.036
0.532,-9.012,-7.910,-6.347,-1.664,8.975
-1.051,-8.426,-9.089,-8.529,-3.244,8.398
2.547,0.357,-8.091,-5.152,2.177,-8.746
3.844,-2.780,-8.763,-7.897,0.284,-7.712
-3.619,9.052,-4.674,-4.284,-1.384,7.205
3.011,-6.705,-9.489,-9.510,-1.252,8.309
-7.736,1.823,-4.980,-5.027,-9.133,2.312
-4.943,8.264,4.721,8.931,-5.696,-5.995
3.297,-2.260,-0.587,2.684,-8.797,-5.439
-0.191,-5.353,-1.298,9.451,-4.641,-4.282
8.809,-8.634,-6.900,1.987,-10.479,-3.278
-2.321,5.380,7.227,5.771,-2.222,-2.897
1.397,-8.920,-7.567,-8.422,-3.168,9.500
-1.163,-7.968,-8.078,-7.846,-3.117,9.152
3.519,-2.996,-0.907,3.273,-6.210,-3.662
-2.066,2.817,3.603,-0.680,-3.279,-10.588
-4.525,9.560,5.870,9.188,-5.828,-9.088
2.863,-1.933,6.635,7.180,-9.555,-3.328
5.205,-1.795,-1.478,4.586,-7.447,-4.949
3.912,-1.259,-1.813,2.612,-5.815,-6.701
7.855,-8.684,-8.821,2.458,-9.216,-0.989
8.747,-7.630,-7.692,1.052,-8.617,-3.448
3.427,-1.960,-1.643,2.473,-7.752,-5.828
-0.559,-4.904,-2.240,8.189,-9.234,-5.678
8.167,-9.434,-8.467,1.123,-7.107,-2.395
-2.474,5.185,7.217,4.875,-2.034,-2.103
-0.072,-8.252,-7.011,-8.836,-3.069,9.068
3.756,-1.559,-1.791,3.205,-7.916,-7.173
-4.991,9.271,4.990,10.758,-6.468,-7.697
-0.185,-1.927,-2.029,8.255,-5.057,-4.721
-2.035,8.591,5.340,9.799,-5.724,-8.671
-1.405,2.622,1.693,-0.675,-2.981,-9.006
-9.945,1.685,-2.321,-3.492,-10.667,2.309
-3.867,3.671,7.250,4.445,-0.432,-2.116
-5.697,10.857,6.213,10.375,-6.793,-6.976
2.667,-2.215,-9.227,-7.399,-2.518,-7.944
-4.129,10.057,4.417,10.922,-3.554,-6.803
6.707,3.794,-0.850,5.688,-4.753,-7.943
5.181,-1.555,-8.936,-5.982,-1.411,-9.237
-0.110,-8.624,-7.267,-8.325,-3.647,8.360
-0.960,-0.946,6.421,6.601,-6.732,-3.633
2.582,-1.381,-10.563,-4.422,-0.868,-7.962
-5.144,-0.510,-2.601,-3.866,-8.143,0.446
-8.230,-0.428,-4.667,-3.948,-8.729,2.217
-4.447,7.256,5.930,8.769,-3.170,-6.894
2.148,-0.937,7.126,6.612,-10.213,-5.025
2.277,0.566,7.739,8.006,-8.071,-2.161
4.057,-2.414,-0.326,3.820,-8.277,-4.089
-4.237,4.698,7.323,5.025,-2.893,0.059
3.724,-2.159,-9.094,-6.248,1.484,-7.265
-6.427,-0.257,-4.389,-1.776,-9.380,2.051
3.186,-0.423,-9.506,-5.790,-1.971,-9.745
1.742,-8.297,-0.022,-2.995,-5.602,3.416
3.076,-1.866,-6.224,-5.943,4.632,-3.605
3.836,0.623,-6.514,-4.139,5.181,-3.281
2.550,-7.883,-1.331,-1.274,-4.393,1.715
-9.271,4.838,-5.241,-3.110,7.989,-0.998
-3.543,4.705,7.377,4.215,-2.934,-0.127
1.652,0.273,5.986,6.090,-9.011,-3.539
0.439,-7.841,-0.962,-1.942,-2.011,1.903
-0.673,0.157,8.856,5.657,-9.118,-3.944
-7.250,-0.694,-2.916,-3.450,-11.618,1.299
4.071,-0.878,-7.478,-4.855,6.437,-4.097
-5.737,9.884,6.696,9.530,-6.741,-5.256
-3.735,10.485,5.171,8.672,-6.370,-6.428
-10.553,6.048,-6.932,-2.862,4.168,-0.978
4.939,-2.016,-7.248,-4.278,5.038,-3.374
0.634,-0.424,7.003,8.350,-8.449,-4.524
-5.496,9.920,4.783,10.328,-5.200,-9.391
-6.909,0.565,-3.626,-4.357,-10.857,1.501
0.531,-9.872,-1.183,-1.710,-3.042,3.987
3.528,-4.222,-2.396,3.083,-6.373,-5.373
-3.334,3.140,3.298,1.483,-2.781,-8.201
-1.935,3.518,2.507,0.231,-2.792,-8.427
4.113,-1.245,-10.457,-7.388,-0.848,-9.042
0.810,-2.084,6.965,5.038,-10.165,-2.694
0.200,-0.952,7.101,7.618,-9.323,-4.869
0.132,-9.099,-9.326,-7.815,-3.649,7.042
-9.279,5.147,-5.068,-2.287,6.834,-1.973
0.084,-5.956,-3.159,10.576,-6.682,-4.897
-0.537,2.858,2.962,0.551,-3.881,-7.265
0.295,-7.817,-7.877,-8.159,-2.597,8.564
0.875,-4.326,-2.460,8.908,-7.387,-3.892
3.987,-1.090,-7.573,-6.108,6.156,-3.251
5.793,-4.606,-1.215,5.583,-8.712,-6.473
-7.045,3.207,-7.087,-1.222,5.938,-0.869
-3.898,10.684,6.169,7.656,-5.681,-7.608
0.604,-4.196,-2.674,9.250,-8.080,-5.186
3.567,-1.904,-2.795,3.070,-7.490,-4.577
0.038,-3.931,-3.797,10.317,-6.753,-6.192
-0.009,-10.050,-0.438,-0.736,-2.548,1.887
-5.896,8.524,4.445,8.654,-4.802,-9.436
-2.249,1.307,1.821,0.604,-2.251,-8.019
1.179,-9.779,-2.124,-1.579,-3.668,3.931
-0.456,-5.455,-3.638,10.506,-6.327,-5.916
5.420,-3.436,0.020,1.701,-8.715,-5.670
2.097,-10.200,-2.415,-1.369,-3.902,1.037
3.550,-3.172,-7.285,-4.514,4.745,-3.167
-0.672,2.723,3.181,-0.006,-2.736,-7.889
-3.332,10.956,4.625,10.546,-5.203,-7.074
-1.103,3.889,7.733,5.053,-2.439,-1.135
2.611,-7.607,-0.312,-1.715,-4.378,2.552
-3.492,8.738,5.276,10.419,-4.973,-7.098
-4.070,9.161,-5.528,-4.543,-1.717,5.052
-9.531,4.291,-6.086,-2.489,6.419,-1.441
6.355,5.443,-1.503,8.168,-3.983,-9.462
-12.699,5.964,-6.995,-3.252,5.750,-0.275
2.962,-0.258,-8.380,-6.370,6.365,-2.153
3.328,-1.907,-0.276,1.967,-10.665,-5.079
3.853,-1.703,0.336,2.558,-8.445,-4.398
-9.509,5.534,-6.228,-3.149,6.924,-0.211
2.337,-2.121,-10.868,-7.105,0.136,-8.264
2.625,-10.100,-1.781,-0.626,-4.447,2.946
1.942,-8.553,-2.138,-0.709,-3.004,2.893
6.184,-3.453,0.568,2.938,-9.442,-5.903
3.610,0.300,-10.012,-7.426,-1.424,-9.515
-3.171,5.528,8.447,5.516,-0.978,-3.726
1.796,-9.075,-7.306,-8.403,-3.684,8.710
4.495,-2.553,-1.228,1.554,-6.664,-6.485
0.775,-10.452,-0.965,-1.018,-2.804,2.566
0.287,0.756,6.939,6.589,-7.891,-3.646
6.121,4.341,-1.994,8.447,-4.975,-9.439
-4.367,8.045,-3.084,-4.940,-1.640,6.072
3.295,-4.149,-3.142,8.895,-6.894,-4.724
5.229,-3.328,-6.064,-4.258,4.742,-1.775
8.073,-10.691,-9.475,-0.066,-7.492,-2.484
-4.791,9.943,2.058,10.753,-5.456,-6.470
-3.510,9.201,-3.499,-3.853,-1.891,7.238
1.867,-2.181,8.576,6.183,-9.809,-3.278
0.028,-8.208,-7.944,-8.783,-5.253,7.042
0.628,-9.736,-8.729,-8.463,-4.308,8.310
-1.411,4.472,0.825,-1.294,-3.356,-10.064
3.191,-1.937,-0.379,4.167,-9.806,-5.461
8.295,-9.119,-8.796,2.072,-7.887,-3.628
-4.095,11.122,-6.023,-4.274,-1.942,6.312
3.574,-1.787,0.279,2.345,-9.440,-4.736
-0.609,3.076,3.903,2.241,-2.250,-8.842
2.044,0.389,7.192,5.666,-9.214,-3.990
7.441,5.278,-0.953,7.680,-3.743,-8.656
2.118,-3.271,-2.503,9.852,-4.585,-5.803
-10.148,5.936,-4.803,-1.016,5.111,-0.409
-2.325,4.209,2.263,0.772,-3.025,-10.547
-6.591,1.706,-4.134,-2.798,-10.308,1.425
-2.100,3.322,2.851,0.022,-2.837,-8.437
-2.169,8.349,-4.123,-5.025,-1.761,5.985
3.972,-2.773,-5.310,-6.017,5.426,-2.150
6.740,7.260,-1.412,7.886,-5.414,-7.634
8.705,-7.374,-9.251,0.169,-7.950,-3.531
6.958,-8.998,-8.123,0.763,-9.525,-3.100
4.380,-0.009,-10.493,-4.723,-0.202,-9.204
4.569,-0.912,-7.958,-6.406,-1.379,-8.007
-3.533,6.053,7.141,5.753,-0.607,-0.351
3.990,-1.577,-7.343,-5.775,4.915,-3.675
2.541,0.359,-7.708,-3.730,-0.392,-9.577
2.149,-9.780,-2.687,-0.377,-3.377,2.053
-1.919,-5.621,-3.153,8.577,-5.261,-7.843
5.686,4.735,-0.975,7.644,-4.404,-9.395
7.032,-11.756,-11.513,1.916,-7.678,-2.951
6.561,4.272,-0.629,6.605,-4.706,-7.503
-4.586,10.022,6.449,11.206,-6.382,-5.807
-4.345,11.024,-2.446,-2.443,-2.607,7.210
0.883,-10.691,-0.631,-0.442,-4.382,2.279
